annual_income,current_balance,credit_limit,utilization_ratio,late_payments_24m,age,tenure_years,customer_segment,region,risk_label
64499,636.25,6910,0.092,0,59,1.4,salaried,northeast,good
81355,3898.95,12935,0.301,0,61,3.4,student,south,good
92804,7172.09,4780,1.0,2,60,2.6,retired,northeast,bad
76156,970.48,8754,0.111,1,33,2.4,salaried,west,good
65207,2277.07,5373,0.424,0,34,4.3,self-employed,west,good
38763,3832.89,6959,0.551,4,64,3.5,salaried,south,bad
43698,2892.19,1960,1.0,0,60,4.2,salaried,midwest,bad
58896,1035.39,7118,0.145,0,73,5.4,student,midwest,good
52810,5243.72,7225,0.726,0,42,3.0,salaried,midwest,bad
61261,7640.08,10161,0.752,0,38,5.3,salaried,midwest,bad
66133,3392.26,8893,0.381,1,68,2.2,salaried,northeast,good
75594,1191.86,3206,0.372,3,49,6.1,salaried,south,good
63590,0.0,12337,0.0,0,63,2.3,self-employed,northeast,good
74730,3515.95,8841,0.398,1,36,1.6,salaried,south,good
66289,5207.75,8794,0.592,0,66,4.0,salaried,midwest,good
25491,3950.34,7963,0.496,0,55,3.1,student,midwest,good
46213,2995.19,5929,0.505,0,73,3.3,salaried,midwest,good
62118,1821.46,8871,0.205,1,54,1.4,student,northeast,good
40806,815.67,9902,0.082,1,23,1.5,self-employed,west,good
76999,4669.5,1012,1.0,0,24,2.6,retired,west,bad
95615,4827.54,5845,0.826,0,74,4.8,salaried,northeast,bad
89375,0.0,6980,0.0,0,25,2.6,student,south,good
60731,6179.68,9025,0.685,0,30,1.5,salaried,west,good
94815,4148.14,12773,0.325,2,72,6.1,self-employed,west,good
67973,5799.19,4913,1.0,0,49,1.5,salaried,northeast,bad
58258,315.74,6008,0.053,1,52,3.4,student,northeast,good
52732,268.35,5950,0.045,1,51,4.8,retired,midwest,good
58951,2702.06,4794,0.564,1,22,2.5,self-employed,midwest,good
57236,4005.57,6611,0.606,1,32,4.8,student,northeast,good
68408,6592.72,11083,0.595,1,47,7.3,retired,south,good
68211,4412.16,3785,1.0,0,25,4.7,salaried,northeast,bad
65061,2514.64,9711,0.259,2,57,3.1,salaried,south,good
73739,947.26,1192,0.794,0,47,3.4,salaried,northeast,bad
88813,5460.0,5755,0.949,0,43,0.6,self-employed,midwest,bad
83991,1070.59,6682,0.16,1,53,2.2,salaried,west,good
35302,6256.94,14699,0.426,2,24,0.7,student,south,bad
15000,2431.23,6901,0.352,1,41,1.8,retired,south,good
83686,6181.16,1000,1.0,2,44,3.2,student,northeast,bad
37662,4357.86,1000,1.0,0,64,3.8,self-employed,west,bad
60505,2726.01,8136,0.335,0,51,4.3,salaried,northeast,good
41598,1961.21,10455,0.188,0,64,8.6,salaried,midwest,good
28960,2318.18,9502,0.244,1,68,1.1,salaried,south,good
75829,3856.63,8670,0.445,0,44,1.7,self-employed,west,good
80183,3154.31,12649,0.249,1,69,3.7,salaried,south,good
53470,1812.38,5842,0.31,0,73,5.0,salaried,south,good
15000,2668.74,11580,0.23,3,30,2.1,salaried,midwest,good
54075,3157.15,1472,1.0,0,69,3.6,self-employed,west,bad
72836,0.0,4380,0.0,0,69,3.9,salaried,south,good
35422,3916.34,1000,1.0,0,70,7.7,salaried,northeast,bad
68667,1040.56,6901,0.151,0,22,1.3,salaried,midwest,good
64694,693.34,7815,0.089,1,51,4.2,self-employed,midwest,good
76586,0.0,8456,0.0,1,45,5.1,salaried,midwest,good
67392,0.0,8248,0.0,2,24,4.5,salaried,northeast,good
45539,289.1,4290,0.067,3,71,6.5,retired,midwest,good
88931,1581.96,7239,0.219,1,31,1.5,self-employed,west,good
61829,6906.52,2010,1.0,0,37,0.6,student,south,bad
64454,1948.24,13453,0.145,0,64,6.3,retired,south,good
46335,3355.5,6785,0.495,0,22,2.5,salaried,west,good
56134,3800.96,6044,0.629,0,26,3.1,salaried,northeast,good
47304,3262.13,14356,0.227,0,29,3.3,salaried,south,good
61541,2845.11,3031,0.939,0,25,3.5,salaried,south,bad
99234,609.41,3498,0.174,1,40,5.4,self-employed,midwest,good
37562,5901.86,3615,1.0,1,49,4.2,salaried,northeast,bad
32729,6614.39,7729,0.856,3,41,1.2,salaried,west,bad
94423,0.0,9727,0.0,0,29,3.0,salaried,midwest,good
60814,951.94,10959,0.087,4,48,3.8,salaried,west,good
51619,2440.38,18288,0.133,1,28,4.4,salaried,south,good
85798,1070.92,1000,1.0,1,51,2.9,student,south,bad
52888,4011.93,10435,0.384,1,40,2.2,salaried,south,good
101520,1543.46,5771,0.267,0,47,5.6,self-employed,west,good
78559,7330.11,5654,1.0,1,28,2.5,salaried,south,bad
55242,5381.1,5521,0.975,1,74,4.6,salaried,south,bad
108146,3425.15,4365,0.785,0,41,5.4,salaried,midwest,bad
52886,5053.97,14738,0.343,3,48,3.7,salaried,northeast,good
79842,5211.8,11369,0.458,1,43,2.1,retired,midwest,good
70986,1872.11,8093,0.231,1,26,4.2,self-employed,south,good
91035,1367.57,13404,0.102,0,23,2.7,salaried,west,good
96230,3156.29,1950,1.0,1,25,10.4,salaried,south,bad
65640,4723.27,2677,1.0,0,29,5.2,salaried,northeast,bad
49932,3278.12,1000,1.0,0,27,5.1,salaried,northeast,bad
74199,0.0,5202,0.0,0,24,6.1,salaried,midwest,good
51446,1394.35,8647,0.161,1,59,0.7,self-employed,midwest,good
105268,2852.05,8411,0.339,0,25,3.0,self-employed,west,good
67731,2848.67,8597,0.331,1,31,5.9,salaried,northeast,good
57694,6945.08,2356,1.0,1,35,2.2,self-employed,south,bad
68694,228.02,11213,0.02,3,54,1.1,self-employed,midwest,good
38057,4011.18,8959,0.448,0,33,3.5,self-employed,west,bad
45568,5978.23,10932,0.547,1,74,1.8,retired,northeast,good
89008,7542.9,1000,1.0,0,68,1.9,salaried,south,bad
51862,2191.21,9246,0.237,0,27,2.9,salaried,midwest,good
44062,3982.86,3249,1.0,0,60,1.4,self-employed,midwest,bad
75733,4139.52,6411,0.646,2,26,2.8,self-employed,midwest,bad
88714,3390.96,10137,0.334,1,59,3.8,retired,south,good
79379,2802.31,8364,0.335,0,70,9.2,student,northeast,good
84921,3871.95,4594,0.843,1,50,2.4,salaried,northeast,bad
49864,0.0,8025,0.0,0,42,2.9,student,midwest,good
36564,4364.14,1874,1.0,1,45,4.5,salaried,northeast,bad
95027,3252.36,12601,0.258,0,48,2.6,salaried,midwest,good
58546,2555.05,7179,0.356,0,74,2.1,student,midwest,good
59983,7093.72,12474,0.569,0,40,6.0,student,northeast,good
91564,1650.13,5894,0.28,2,59,7.5,salaried,midwest,good
76125,2193.85,5906,0.371,1,23,2.6,salaried,midwest,good
74118,6983.11,4943,1.0,0,25,2.1,student,northeast,bad
108300,1335.88,11505,0.116,0,21,1.9,salaried,west,good
52130,1899.77,5162,0.368,3,35,4.6,salaried,south,good
83557,2705.95,10578,0.256,1,46,6.5,retired,northeast,good
66140,4681.47,6470,0.724,0,23,4.1,salaried,south,bad
70372,3415.61,1000,1.0,1,60,4.7,salaried,west,bad
95569,414.75,5719,0.073,0,61,5.7,self-employed,midwest,good
75157,1935.66,3284,0.59,0,67,7.6,salaried,west,good
75766,1785.29,8136,0.219,0,62,4.1,self-employed,midwest,good
86450,2845.56,3238,0.879,1,54,2.5,salaried,south,bad
57701,3851.69,11704,0.329,0,72,4.9,retired,midwest,good
48216,3836.41,7636,0.502,0,25,6.1,salaried,midwest,good
44104,0.0,7290,0.0,0,51,2.7,retired,south,good
25673,5127.88,10624,0.483,1,71,0.7,self-employed,south,bad
106124,3505.14,11856,0.296,1,33,2.5,salaried,northeast,good
42936,5769.06,7920,0.728,0,63,1.4,salaried,midwest,bad
60575,3888.4,4915,0.791,2,21,0.4,salaried,northeast,bad
59464,5202.65,1000,1.0,1,42,2.5,student,south,bad
71148,3933.09,5256,0.748,2,35,3.1,salaried,midwest,bad
81315,5692.45,5531,1.0,1,46,4.3,retired,midwest,bad
82209,4044.5,8428,0.48,1,38,4.7,salaried,midwest,good
53338,2804.17,6619,0.424,0,68,2.6,salaried,south,good
61658,7544.87,10752,0.702,0,29,4.5,self-employed,west,bad
70652,4778.07,5548,0.861,0,21,4.3,salaried,northeast,bad
60026,4147.49,7772,0.534,1,63,4.2,student,south,good
97147,447.39,12736,0.035,1,29,2.0,self-employed,northeast,good
74819,423.38,9367,0.045,1,43,5.0,self-employed,west,good
79698,3585.43,7760,0.462,0,63,3.6,salaried,midwest,good
78258,3291.04,5592,0.589,2,65,3.1,retired,west,bad
88469,1771.75,5467,0.324,1,22,2.1,salaried,midwest,good
68620,3281.97,4598,0.714,0,34,2.6,salaried,northeast,bad
39063,6177.25,5836,1.0,1,58,5.4,student,west,bad
72994,4390.8,11023,0.398,0,60,4.4,salaried,midwest,good
51973,717.98,7112,0.101,0,38,2.2,salaried,west,good
54428,2776.98,2601,1.0,1,36,3.5,salaried,midwest,bad
76727,1390.07,15073,0.092,0,73,4.3,self-employed,northeast,good
89766,2224.6,9280,0.24,0,49,2.3,student,south,good
65425,2172.77,2372,0.916,2,64,4.9,self-employed,south,bad
71177,2044.71,6233,0.328,1,31,0.9,salaried,midwest,good
99044,489.73,8444,0.058,0,26,4.9,retired,northeast,good
69815,2744.69,14818,0.185,1,23,4.7,salaried,south,good
117034,1878.78,3568,0.527,0,34,3.8,student,midwest,good
76310,0.0,11904,0.0,0,22,2.8,student,midwest,good
29785,7105.94,13598,0.523,1,52,1.8,self-employed,northeast,bad
80067,5177.54,5485,0.944,1,51,3.3,self-employed,south,bad
72623,2247.4,6890,0.326,1,31,4.2,salaried,south,good
90795,3037.64,3855,0.788,0,42,5.0,salaried,midwest,bad
78464,656.69,7186,0.091,0,23,2.0,salaried,west,good
62231,6391.45,7854,0.814,1,70,2.5,retired,south,bad
40514,6794.58,10639,0.639,2,51,2.6,retired,south,bad
60820,3313.39,12361,0.268,1,53,1.2,retired,south,good
47990,5047.06,5008,1.0,0,44,6.3,self-employed,south,bad
53390,3350.57,1000,1.0,1,21,6.6,retired,west,bad
76772,326.55,7915,0.041,2,64,1.9,salaried,south,good
98398,2176.35,9174,0.237,0,35,8.1,self-employed,northeast,good
72893,3263.86,8998,0.363,1,57,2.9,self-employed,northeast,good
41082,2090.9,6693,0.312,0,47,4.9,retired,midwest,good
73892,2562.69,8499,0.302,1,58,4.8,salaried,midwest,good
88933,2817.2,14062,0.2,3,68,0.5,student,northeast,good
52804,2838.24,9527,0.298,0,47,3.4,salaried,south,good
62320,3104.52,6507,0.477,1,64,1.8,salaried,south,good
65294,878.79,5999,0.146,0,32,0.8,salaried,northeast,good
49302,1565.97,7321,0.214,0,23,3.7,salaried,south,good
77966,430.83,14547,0.03,0,50,4.5,salaried,south,good
62581,4955.63,7267,0.682,0,52,2.3,salaried,west,good
73391,0.0,7921,0.0,1,43,3.6,salaried,west,good
47250,5307.18,6071,0.874,0,22,6.4,student,west,bad
56251,5772.7,12396,0.466,2,27,2.9,retired,northeast,bad
79448,2395.64,15839,0.151,0,54,1.4,self-employed,midwest,good
57543,0.0,9802,0.0,2,52,5.2,student,midwest,good
99539,2277.38,8331,0.273,1,73,2.6,self-employed,northeast,good
57007,2871.63,8147,0.352,1,59,2.2,self-employed,south,good
69494,978.8,1000,0.979,3,52,2.8,student,south,bad
83652,1969.56,10981,0.179,0,63,2.7,salaried,midwest,good
36633,6060.39,8537,0.71,1,63,1.0,salaried,northeast,bad
29784,4329.85,9713,0.446,1,34,3.9,salaried,west,good
34487,1150.87,5154,0.223,0,23,3.8,self-employed,west,good
90252,0.0,6462,0.0,1,66,2.8,salaried,west,good
53963,2345.97,6356,0.369,1,52,3.7,salaried,midwest,good
116164,2573.09,12086,0.213,2,63,4.7,retired,midwest,good
53715,3992.4,6485,0.616,0,56,3.8,salaried,south,good
68691,1929.37,16331,0.118,1,37,2.1,self-employed,west,good
95842,4023.0,9723,0.414,1,68,1.8,student,south,good
105122,6870.31,2897,1.0,1,23,8.8,salaried,west,bad
106230,4631.0,7486,0.619,0,30,3.9,salaried,west,good
89167,2903.82,5393,0.538,1,73,3.0,salaried,south,good
85481,2633.7,1000,1.0,2,67,4.4,salaried,northeast,bad
76851,2286.65,14398,0.159,1,60,2.3,salaried,northeast,good
80567,5361.28,10813,0.496,0,38,5.2,salaried,northeast,good
53976,1745.37,10133,0.172,0,23,2.6,salaried,south,good
48636,3090.45,8662,0.357,1,59,0.8,student,south,good
64933,3102.4,2472,1.0,1,30,3.1,self-employed,south,bad
61596,1996.43,6066,0.329,1,72,1.7,salaried,south,good
55935,255.07,11367,0.022,2,29,2.9,salaried,west,good
78928,3645.95,3795,0.961,2,66,2.7,salaried,south,bad
84106,2877.99,1000,1.0,1,66,4.1,salaried,midwest,bad
66768,4000.48,7092,0.564,0,31,7.2,salaried,midwest,good
94551,1932.8,7433,0.26,1,53,5.0,student,south,good
42166,5441.64,8542,0.637,0,56,3.9,self-employed,west,bad
61127,1246.45,10914,0.114,1,46,3.5,salaried,midwest,good
50664,6424.08,10550,0.609,1,47,3.9,student,west,good
27669,0.0,9035,0.0,2,58,6.7,salaried,northeast,good
63346,3869.54,12782,0.303,0,42,4.4,self-employed,west,good
62565,3950.86,1924,1.0,0,46,0.8,salaried,midwest,bad
95269,1408.89,10018,0.141,0,42,1.7,student,northeast,good
77616,3848.79,10506,0.366,2,25,5.8,salaried,midwest,good
44516,5559.04,3042,1.0,0,55,3.8,salaried,west,bad
102082,0.0,1989,0.0,0,22,6.7,salaried,midwest,good
89421,4005.49,5016,0.799,0,55,4.8,self-employed,west,bad
76642,0.0,5354,0.0,1,29,3.4,salaried,west,good
60470,1068.67,11014,0.097,1,71,3.4,salaried,west,good
45811,6258.33,5542,1.0,0,71,2.2,retired,midwest,bad
57556,1836.44,4575,0.401,1,69,2.9,salaried,northeast,good
86775,652.24,5553,0.117,2,38,1.4,salaried,south,good
102692,2604.12,12475,0.209,0,63,1.9,salaried,south,good
95865,7135.81,8052,0.886,3,32,1.6,salaried,west,bad
55223,0.0,7283,0.0,1,23,3.2,salaried,midwest,good
42608,897.38,7560,0.119,2,38,2.4,salaried,northeast,good
67818,5994.86,13168,0.455,1,58,1.0,retired,west,good
29631,6715.4,5003,1.0,1,27,4.4,self-employed,northeast,bad
71463,2793.14,13262,0.211,1,53,2.6,self-employed,midwest,good
62048,521.89,8842,0.059,1,26,5.1,salaried,northeast,good
55679,7191.69,7358,0.977,1,38,4.2,salaried,midwest,bad
33106,6188.88,18004,0.344,1,65,9.4,salaried,midwest,good
75272,4357.89,3777,1.0,1,42,3.2,salaried,south,bad
54346,1375.2,6585,0.209,1,71,2.3,self-employed,south,good
41602,2901.94,3070,0.945,0,59,1.9,salaried,west,bad
15000,2679.28,11810,0.227,0,71,4.7,self-employed,northeast,good
64450,3661.7,14757,0.248,0,29,4.9,student,west,good
100445,5902.0,14680,0.402,0,55,3.2,salaried,west,good
98225,4758.83,12896,0.369,1,43,3.8,salaried,south,good
55858,845.25,7210,0.117,1,32,5.8,salaried,south,good
52956,5752.99,6539,0.88,0,72,4.8,self-employed,northeast,bad
74375,3626.26,1315,1.0,1,44,3.9,retired,midwest,bad
45032,4374.13,16143,0.271,1,70,1.5,student,west,good
71036,5933.08,9876,0.601,0,60,2.0,student,south,good
80322,776.84,6032,0.129,0,29,2.6,student,midwest,good
89539,2928.35,13312,0.22,1,33,2.7,salaried,midwest,good
62997,1937.09,4109,0.471,1,60,2.1,salaried,midwest,good
60927,0.0,9626,0.0,2,74,1.9,self-employed,west,good
47440,3693.42,7309,0.505,2,62,2.8,salaried,midwest,bad
48462,8023.11,10555,0.76,1,37,3.5,salaried,midwest,bad
60470,0.0,7746,0.0,1,27,4.3,self-employed,south,good
72347,2935.44,2196,1.0,1,37,1.0,salaried,south,bad
83272,4281.09,8302,0.516,0,70,2.4,salaried,west,good
48936,3246.16,12195,0.266,1,44,1.1,student,west,good
94854,2773.74,7883,0.352,0,22,3.2,salaried,midwest,good
59578,401.57,11100,0.036,4,55,3.2,salaried,west,good
64573,3465.57,3818,0.908,0,48,3.0,salaried,south,bad
50056,1486.47,7895,0.188,0,39,2.8,retired,northeast,good
16515,0.0,5502,0.0,1,53,2.4,retired,south,good
82681,5389.18,10988,0.49,1,41,3.0,self-employed,south,good
79737,4916.77,8126,0.605,0,73,4.4,salaried,midwest,good
59373,3103.32,10760,0.288,2,30,2.6,self-employed,midwest,good
66340,3458.15,12351,0.28,2,73,1.5,salaried,northeast,good
75319,5148.64,10766,0.478,1,66,3.8,salaried,northeast,good
33749,3448.68,9092,0.379,2,65,4.9,salaried,midwest,bad
54419,4808.04,4007,1.0,0,29,1.5,student,midwest,bad
80885,2405.04,7989,0.301,2,58,1.3,salaried,south,good
39914,5623.97,5868,0.958,0,26,1.4,salaried,west,bad
70871,3641.57,6624,0.55,4,71,3.0,retired,south,bad
37868,3388.1,6502,0.521,1,73,7.5,salaried,northeast,good
74329,459.88,4080,0.113,0,62,6.9,retired,west,good
64287,3573.91,1000,1.0,1,55,3.8,salaried,northeast,bad
32697,1336.09,5327,0.251,1,38,1.4,salaried,northeast,good
88295,1723.43,8774,0.196,1,73,6.8,salaried,northeast,good
50308,1369.25,2607,0.525,0,39,7.0,salaried,midwest,good
48795,867.53,8063,0.108,0,25,1.9,student,west,good
69011,7249.54,15601,0.465,0,45,3.2,salaried,south,good
87973,5662.68,12092,0.468,1,31,4.9,salaried,midwest,good
44684,6840.74,14574,0.469,0,30,6.3,salaried,west,good
66234,554.21,9565,0.058,1,37,3.0,self-employed,midwest,good
73576,3142.51,12670,0.248,0,56,5.2,salaried,south,good
78862,412.98,5104,0.081,2,46,4.0,salaried,west,good
68529,1608.61,5423,0.297,0,51,3.8,self-employed,midwest,good
57659,1163.75,1000,1.0,3,52,3.6,salaried,west,bad
48448,5479.17,12745,0.43,0,41,7.7,self-employed,south,good
66723,2207.54,14161,0.156,1,38,3.4,self-employed,south,good
43557,5136.76,5787,0.888,0,38,4.3,retired,west,bad
15000,4208.24,6984,0.603,1,21,7.7,salaried,northeast,bad
73731,7607.28,4985,1.0,2,34,4.4,salaried,west,bad
83079,41.11,9531,0.004,1,28,2.3,salaried,south,good
17741,5518.47,12500,0.441,1,22,3.1,salaried,south,good
44805,5292.88,1029,1.0,0,71,2.0,salaried,south,bad
77383,1053.24,9638,0.109,1,35,3.1,salaried,west,good
106150,5014.27,6893,0.727,1,54,3.0,self-employed,northeast,bad
65416,3672.29,8454,0.434,0,56,2.6,student,northeast,good
50440,2545.05,9836,0.259,1,21,3.7,self-employed,south,good
61342,1352.13,7247,0.187,0,71,1.1,self-employed,midwest,good
92498,1561.78,7586,0.206,3,41,8.7,salaried,west,good
52081,7099.62,7144,0.994,0,62,3.0,salaried,south,bad
49016,3001.37,11881,0.253,1,21,3.2,salaried,midwest,good
55345,4564.26,9675,0.472,1,52,6.8,retired,south,good
45933,1418.2,8882,0.16,5,40,4.4,student,midwest,good
67453,1440.29,2916,0.494,1,74,2.5,salaried,south,good
97494,5163.97,6486,0.796,0,67,2.8,salaried,west,bad
71462,300.85,11595,0.026,0,56,5.7,retired,west,good
59953,2169.57,8151,0.266,1,59,6.2,self-employed,west,good
59164,3068.05,10638,0.288,3,50,2.4,salaried,west,good
33736,3222.75,15066,0.214,0,27,6.7,student,south,good
82662,2641.81,12154,0.217,0,42,1.2,salaried,south,good
63443,3791.64,8373,0.453,0,70,7.2,student,south,good
61390,4385.71,5956,0.736,1,65,4.0,self-employed,south,bad
128862,4469.28,1000,1.0,2,30,6.6,self-employed,south,bad
70975,1028.39,7326,0.14,0,28,4.7,self-employed,midwest,good
49964,2431.69,6696,0.363,1,47,2.5,salaried,midwest,good
56473,5389.53,9561,0.564,0,30,3.1,salaried,midwest,good
87969,4789.29,7384,0.649,0,34,2.5,student,south,good
67265,254.28,6718,0.038,1,66,2.1,salaried,west,good
36234,3702.96,1000,1.0,0,72,4.3,student,west,bad
83385,0.0,4240,0.0,2,74,1.0,self-employed,south,good
51637,3093.87,9907,0.312,0,31,3.0,salaried,northeast,good
102466,6795.53,14864,0.457,1,26,3.5,self-employed,south,good
86601,1104.21,7610,0.145,2,41,1.0,salaried,south,good
56054,1331.35,9311,0.143,0,53,4.0,salaried,south,good
90620,4528.06,11810,0.383,0,39,4.6,student,midwest,good
66357,0.0,4756,0.0,0,59,4.3,salaried,south,good
82055,1734.49,9467,0.183,0,44,4.2,salaried,northeast,good
74695,4192.88,5038,0.832,1,38,3.5,self-employed,west,bad
48073,1731.43,11459,0.151,1,55,1.7,student,midwest,good
52129,2528.06,8606,0.294,0,72,7.4,self-employed,west,good
85599,4488.37,9194,0.488,0,63,0.4,self-employed,midwest,bad
58304,3843.09,4870,0.789,0,57,2.9,salaried,northeast,bad
56927,3533.64,10828,0.326,0,39,2.5,self-employed,midwest,good
45898,2321.76,16339,0.142,1,73,3.5,salaried,midwest,good
73472,3740.12,3968,0.942,1,44,2.0,self-employed,northeast,bad
106250,2752.53,6641,0.414,1,54,5.9,salaried,south,good
43649,3915.61,8926,0.439,1,42,1.2,salaried,south,good
65484,2006.14,11146,0.18,0,24,2.3,salaried,northeast,good
93244,2634.86,5762,0.457,1,30,2.9,salaried,midwest,good
63407,1020.08,1000,1.0,0,22,4.3,self-employed,south,bad
74047,2929.98,13437,0.218,1,28,4.3,self-employed,west,good
43752,1378.0,11042,0.125,1,53,5.4,retired,west,good
73566,771.91,1028,0.751,2,58,5.0,student,midwest,bad
61257,3517.32,5570,0.632,2,63,3.0,student,midwest,bad
84715,3425.48,14273,0.24,0,48,5.2,salaried,northeast,good
88748,4565.75,13791,0.331,1,30,3.0,salaried,northeast,good
116791,2137.75,11755,0.182,0,65,1.1,salaried,northeast,good
76593,3816.11,7296,0.523,1,21,1.2,salaried,midwest,good
71516,4101.6,8332,0.492,3,54,2.8,student,northeast,bad
68888,3889.55,7476,0.52,1,23,1.7,salaried,south,good
57937,1348.69,12513,0.108,0,29,3.1,salaried,midwest,good
71770,3298.73,4497,0.734,0,25,5.1,salaried,south,bad
59092,3728.28,4777,0.78,1,62,2.6,self-employed,west,bad
68369,3014.36,12041,0.25,0,30,0.8,salaried,west,good
91352,0.0,7823,0.0,2,32,4.5,retired,northeast,good
44869,3320.98,13514,0.246,1,38,2.5,salaried,south,good
87798,7425.06,5314,1.0,2,41,2.9,retired,midwest,bad
91342,2279.92,7781,0.293,0,41,10.0,salaried,south,good
62639,1543.85,4310,0.358,0,21,5.4,salaried,northeast,good
22563,3746.7,8029,0.467,0,23,6.2,salaried,south,good
52844,3624.76,2086,1.0,1,25,2.7,self-employed,midwest,bad
90940,5385.47,6049,0.89,1,45,8.8,salaried,west,bad
64543,484.26,2255,0.215,0,69,1.9,salaried,midwest,good
45014,4462.76,10776,0.414,1,28,1.1,retired,northeast,good
54905,4180.84,10866,0.385,1,37,9.7,salaried,midwest,good
81812,2715.71,1079,1.0,1,29,0.9,salaried,midwest,bad
75935,3677.37,13336,0.276,0,52,2.5,salaried,midwest,good
60221,5058.91,17990,0.281,0,26,4.5,salaried,northeast,good
57664,4744.63,8184,0.58,2,69,2.7,salaried,south,bad
57165,713.96,5436,0.131,2,60,2.2,salaried,south,good
46552,4640.32,19297,0.24,1,41,3.4,retired,midwest,good
97308,2870.62,2724,1.0,0,27,3.2,self-employed,west,bad
58554,3145.75,8080,0.389,4,27,3.6,student,northeast,good
89343,3146.39,8718,0.361,1,67,6.5,salaried,northeast,good
95426,2699.51,13381,0.202,2,59,4.6,retired,northeast,good
84966,5383.41,9439,0.57,1,74,2.9,self-employed,northeast,good
56368,2832.56,6005,0.472,0,47,3.9,retired,northeast,good
73075,760.91,4195,0.181,2,28,0.3,salaried,south,good
64516,2212.94,6633,0.334,2,29,3.0,self-employed,northeast,good
46926,3357.39,3972,0.845,0,48,4.0,self-employed,south,bad
71487,5458.43,8191,0.666,2,35,2.0,salaried,west,bad
41419,4206.19,5743,0.732,1,22,2.5,salaried,midwest,bad
88754,1298.93,2024,0.642,1,27,5.4,salaried,northeast,good
55708,7970.38,13021,0.612,0,67,1.6,salaried,midwest,good
69023,3529.55,6009,0.587,2,38,5.5,self-employed,northeast,bad
70666,5550.78,2927,1.0,0,42,7.8,self-employed,west,bad
59822,2696.57,7327,0.368,2,70,2.6,self-employed,midwest,bad
76734,4066.72,8273,0.492,2,30,1.7,self-employed,midwest,bad
55502,4678.94,1014,1.0,0,74,2.1,salaried,west,bad
82426,5436.39,9327,0.583,0,70,7.5,salaried,west,good
38080,5114.74,3811,1.0,0,53,1.6,self-employed,west,bad
67528,4744.39,14844,0.32,2,27,1.7,salaried,northeast,good
103779,2369.83,10096,0.235,0,23,0.8,salaried,west,good
44993,1856.51,6400,0.29,0,34,2.5,salaried,midwest,good
51445,3665.22,5019,0.73,0,64,3.7,student,west,bad
75278,4866.26,7580,0.642,0,66,6.9,salaried,south,good
68592,2554.56,10451,0.244,3,56,2.6,salaried,south,good
72013,5130.34,7898,0.65,1,33,4.4,salaried,south,good
74784,5905.23,7131,0.828,0,36,2.1,retired,midwest,bad
77694,1167.36,8233,0.142,1,36,1.5,self-employed,west,good
87194,1326.16,5585,0.237,1,74,6.4,self-employed,south,good
73196,2719.25,6627,0.41,0,25,3.6,salaried,northeast,good
60175,3615.23,1000,1.0,0,72,4.6,self-employed,west,bad
78451,1950.87,11895,0.164,1,45,3.5,self-employed,midwest,good
102998,5704.41,9195,0.62,2,58,1.1,salaried,west,bad
62347,3848.13,4906,0.784,2,58,5.4,retired,west,bad
45509,3078.89,15595,0.197,1,70,2.1,salaried,south,good
87142,128.18,8348,0.015,0,58,4.3,retired,south,good
62592,368.37,3855,0.096,5,59,1.5,salaried,west,good
21547,3562.02,11427,0.312,2,68,1.6,salaried,midwest,bad
81948,0.0,9592,0.0,1,61,2.2,student,northeast,good
54293,5025.27,9578,0.525,1,46,1.8,salaried,northeast,good
63189,2683.69,6297,0.426,1,33,1.4,salaried,northeast,good
71640,9486.19,9802,0.968,0,64,9.6,retired,midwest,bad
68810,7615.83,6953,1.0,1,71,3.3,retired,south,bad
79189,2637.1,10224,0.258,1,46,1.0,retired,midwest,good
56290,2787.33,1000,1.0,0,21,1.5,salaried,west,bad
75262,4991.16,6265,0.797,0,28,1.9,retired,midwest,bad
59809,6406.35,14889,0.43,1,24,2.4,salaried,south,good
79776,0.0,4932,0.0,1,41,4.8,self-employed,midwest,good
77307,0.0,5585,0.0,0,42,3.7,salaried,northeast,good
46291,1755.93,6208,0.283,0,71,3.2,salaried,west,good
86720,4165.48,3141,1.0,0,73,1.2,retired,midwest,bad
54281,3993.75,1000,1.0,2,57,4.4,retired,west,bad
81161,5139.54,7078,0.726,0,69,1.1,salaried,midwest,bad
72346,600.6,8543,0.07,0,23,2.8,self-employed,west,good
101764,0.0,7790,0.0,2,39,3.8,salaried,midwest,good
60531,4716.03,7420,0.636,1,21,3.9,self-employed,midwest,bad
58014,1343.61,8172,0.164,0,49,3.5,salaried,midwest,good
64612,0.0,12091,0.0,1,43,3.6,student,south,good
58936,3290.13,7238,0.455,1,53,3.4,student,midwest,good
80999,4586.35,5704,0.804,1,72,1.3,student,south,bad
32674,2755.89,6875,0.401,1,61,1.3,self-employed,south,good
43926,2084.3,10317,0.202,3,43,5.1,student,midwest,good
43644,2681.28,13648,0.196,1,25,5.2,salaried,northeast,good
84006,2258.83,5487,0.412,0,27,1.6,salaried,south,good
99212,303.91,8396,0.036,0,26,3.5,salaried,midwest,good
62911,1570.64,9353,0.168,0,69,4.0,self-employed,northeast,good
61624,4042.56,4030,1.0,1,42,3.2,salaried,northeast,bad
66401,3643.36,8082,0.451,1,69,5.5,salaried,northeast,good
88238,3336.12,2137,1.0,1,33,2.4,salaried,south,bad
46453,1009.7,1000,1.0,0,32,2.6,salaried,midwest,bad
